category,label
Education/Technical and vocational study subjects,Technical education
Science/Mathematics and statistics,Equations
"Politics, law and economics/Industry",Industrial policy
Social and human sciences/Family,One parent families
"Politics, law and economics/Manufacturing and transport engineering",Materials engineering
Culture/Religion,Judaism
Information and communication/Information industry,Broadcasting industry
"Politics, law and economics/Finance and trade",Savings
Culture/Languages,Flemish
Science/Mathematics and statistics,Mathematical logic
Culture/Museums,Museum development
"Politics, law and economics/Human rights",Right to employment
Education/Educational systems and levels,Basic education
Science/Mathematics and statistics,Statistical inference
Social and human sciences/Psychology,Child development
Social and human sciences/Family,Family environment
Education/Teaching and training,Simulation games
"Politics, law and economics/Legal systems",Criminal law
Science/Meteorology,Climatic zones
Culture/History,Oral history
Culture/Linguistics,Lexicography
"Politics, law and economics/Equipment and facilities",Hydroelectric power stations
"Politics, law and economics/Personnel management",Recruitment
Science/Biology,Biochemistry
Countries and country groupings/Europe,UK
Culture/Cultural policy and planning,Cultural resources
Countries and country groupings/Europe,Cyprus
Education/Educational population,Student teachers
Science/Scientific approach,Ethics of science
Education/Educational institutions,Training centres
Education/Basic and general study subjects,Functional literacy
Information and communication/Information technology (software),Computer applications
Culture/Literature,Poets
Science/Biology,Human physiology
Social and human sciences/Psychology,Unconscious
Information and communication/Information industry,Bookselling
Culture/Culture,Cultural life
"Politics, law and economics/Politics and government",Nonviolence
"Politics, law and economics/Agriculture",Silviculture
Education/Educational administration,Educational assistance
Social and human sciences/Social sciences,Historians
Science/Hydrology,Soil water
Science/Natural resources,Electric power
"Politics, law and economics/Industry",Chemical industry
Education/Technical and vocational study subjects,Military education
Culture/Cultural policy and planning,Time budgets
Science/Environmental sciences and engineering,Environmental monitoring
Social and human sciences/Social systems,Innovation behaviour
"Politics, law and economics/Agriculture",Tropical forests
Education/Teaching and training,Skills development
Education/Technical and vocational study subjects,Preservice teacher education
"Politics, law and economics/Manufacturing and transport engineering",Automatic control
Education/Educational evaluation,Equivalence between diplomas
Science/Chemical sciences,Chemistry
Science/Physical sciences,Thermal properties
Science/Biology,Physiological effects
Information and communication/Information industry,Social media
Culture/Languages,Romance languages
"Politics, law and economics/Manufacturing and transport engineering",Dyes technology
Education/Educational sciences and environment,Student unrest
Education/Educational planning,Student teacher ratio
Countries and country groupings/Geographic groupings,Southern Cone
Science/Hydrology,Hydrological forecasting
"Politics, law and economics/Human rights",Freedom of speech
Social and human sciences/Human settlements and land use,Rural areas
Education/Educational planning,Educational programmes
"Politics, law and economics/International relations",War devastated countries
Information and communication/Information technology (software),Telecommunications applications
