category,label
Social and human sciences/Ethnic questions,Fulbe
Science/Natural sciences,Botany
Science/Pathology,Blindness
Social and human sciences/Social sciences,Participatory research
Science/Environmental sciences and engineering,Resources development
Science/Earth sciences,Erosion
Science/Hydrology,Drainage basins
Information and communication/Information sources,Literature reviews
Information and communication/Information technology (hardware),Computer terminals
"Politics, law and economics/Materials and products",New materials
Culture/Languages,Javanese
"Politics, law and economics/Organization and management",Planning
Information and communication/Information sources,Translations
Countries and country groupings/Europe,Denmark
Education/Teaching and training,Team teaching
"Politics, law and economics/Services",Urban traffic
Education/Educational sciences and environment,Teacher authority
Science/Biology,Chromosomes
Science/Natural sciences,Phytogeography
"Politics, law and economics/Labour",Clandestine employment
"Politics, law and economics/Services",Road transport
Science/Scientific approach,Typology
Education/Educational sciences and environment,Student adjustment
Social and human sciences/Social problems,Physically disabled
Science/Geography and oceanography,Continents
Information and communication/Communication research and policy,Conferences
Information and communication/Documentary information systems,Medical libraries
"Politics, law and economics/Personnel management",Skilled workers
"Politics, law and economics/Finance and trade",Financial resources
Social and human sciences/Social sciences,Economists
Culture/Culture,North American cultures
Science/Natural resources,Ecosystems
Culture/Languages,Tungusic languages
Information and communication/Communication research and policy,Communication history
"Politics, law and economics/Finance and trade",Loans
"Politics, law and economics/Organization and management",Work study
"Politics, law and economics/Personnel management",Entrepreneurs
Science/Chemical sciences,Magnetochemistry
Science/Natural resources,Human ecology
"Politics, law and economics/Economics",Commodity prices
"Politics, law and economics/Civil, military and mining engineering",Prefabrication (buildings)
Information and communication/Communication research and policy,Feedback (communication)
Culture/Philosophy and ethics,Rationalism
Culture/History,Social history
Culture/Languages,Berber
Information and communication/Communication research and policy,Audience reaction
Countries and country groupings/Europe,Latvia
Information and communication/Communication research and policy,Propaganda
"Politics, law and economics/Economic and social development",Human development
Education/Educational evaluation,Entrance examinations
Countries and country groupings/Asia and the Pacific,Tuvalu
Culture/Cultural policy and planning,Anniversary celebrations
"Politics, law and economics/Organization and management",Government organizations
Information and communication/Documentary information processing,Acquisitions
Education/Educational systems and levels,Traditional education
"Politics, law and economics/Economics",Monopolies
Social and human sciences/Population,Population increase
Social and human sciences/Population,Old age
"Politics, law and economics/Legal systems",Noninterference principle
Education/Educational planning,Educational forecasting
Culture/Cultural policy and planning,Cultural development
Information and communication/Information industry,Information scientists
Social and human sciences/Ethnic questions,Ethnic conflicts
